Mes;Semana;Dia;Hora;Hora (24h);Cosumo (W);Velocidad viento;Generación Eólica;Irradiencia FV (W/m2);Irradiencia (90º) FV (W/m2);Generación (90º) FV (W);Generación (comvencional) FV (W);Generación Total (W);Excedente (W);Batería (W);Nuevo Consumo;Último Consumo;Nuevo Excedente;;;;;;;;;
;;;5003;10:00:00;1618;1,9625463;0;686,02;606,94;7024,8448;4116,12;4116,12;2498,12;30170;0;0;0;;;;;;;;;
;;;5004;11:00:00;232;3,0458477;0;857,45;428,38;8780,288;5144,7;5144,7;4912,7;35083;0;0;0;;;;;;;;;
;;;5005;12:00:00;52;3,8219004;0;832,54;386,72;8525,2096;4995,24;4995,24;4943,24;40000;0;0;4943,24;;;;;;;;;
;;;5006;13:00:00;2440,25;4,2175813;0;936,12;504,35;9585,8688;5616,72;5616,72;3176,47;40000;0;0;3176,47;;;;;;;;;
;;;5007;14:00:00;3540,25;4,226032;0;939,1;670,71;9616,384;5634,6;5634,6;2094,35;40000;0;0;2094,35;;;;;;;;;
;;;5008;15:00:00;1390,25;4,0333056;0;832,01;819,92;8519,7824;4992,06;4992,06;3601,81;40000;0;0;3601,81;;;;;;;;;
;;;5009;16:00:00;110,25;3,6637988;0;623,22;845,48;6381,7728;3739,32;3739,32;3629,07;40000;0;0;3629,07;;;;;;;;;
;;;5010;17:00:00;52;3,2650404;0;420,42;804,41;4305,1008;2522,52;2522,52;2470,52;40000;0;0;2470,52;;;;;;;;;
;;;5011;18:00:00;117;2,851448;0;236,92;845,9;2426,0608;1421,52;1421,52;1304,52;40000;0;0;1304,52;;;;;;;;;
;;;5012;19:00:00;209,4;2,414016;0;12,82;13,68;131,2768;76,92;76,92;0;39868;132,48;0;0;;;;;;;;;
;;;5013;20:00:00;1642,04;1,9416729;0;0;0;0;0;0;0;38225;1642,04;0;0;;;;;;;;;
;;;5014;21:00:00;4528,8;1,7914937;0;0;0;0;0;0;0;33697;4528,8;0;0;;;;;;;;;
;;;5015;22:00:00;1932,05;1,7805991;0;0;0;0;0;0;0;31765;1932,05;0;0;;;;;;;;;
;;;5016;23:00:00;2122,05;1,0503724;0;0;0;0;0;0;0;29643;2122,05;0;0;;;;;;;;;
;;Domingo;5017;0:00:00;1587,05;1,4836525;0;0;0;0;0;0;0;28056;1587,05;0;0;;;;;;;;;
;;;5018;1:00:00;420,25;1,6129013;0;0;0;0;0;0;0;27635;420,25;0;0;;;;;;;;;
;;;5019;2:00:00;110,25;1,127988;0;0;0;0;0;0;0;27525;110,25;0;0;;;;;;;;;
;;;5020;3:00:00;52;0,8005056;0;0;0;0;0;0;0;27473;52;0;0;;;;;;;;;
;;;5021;4:00:00;52;0,59370303;0;0;0;0;0;0;0;27421;52;0;0;;;;;;;;;
;;;5022;5:00:00;52;0,82622033;0;0;0;0;0;0;0;27369;52;0;0;;;;;;;;;
;;;5023;6:00:00;297;1,410305;0;45,31;93,49;463,9744;271,86;271,86;0;27344;25,14;0;0;;;;;;;;;
;;;5024;7:00:00;1330,4;2,4135654;0;90,49;620;926,6176;542,94;542,94;0;26556;787,46;0;0;;;;;;;;;
;;;5025;8:00:00;1193,8;3,7384062;0;282,1;730,18;2888,704;1692,6;1692,6;498,8;27055;0;0;0;;;;;;;;;
;;;5026;9:00:00;1205,68;4,468521;0;501,86;721,62;5139,0464;3011,16;3011,16;1805,48;28861;0;0;0;;;;;;;;;
;;;5027;10:00:00;1618;4,5220966;0;695,36;604,49;7120,4864;4172,16;4172,16;2554,16;31415;0;0;0;;;;;;;;;
;;;5028;11:00:00;232;4,9615846;0;871,22;421,27;8921,2928;5227,32;5227,32;4995,32;36410;0;0;1405,51;;;;;;;;;
;;;5029;12:00:00;52;5,3476057;0;974,09;219,62;9974,6816;5844,54;5844,54;5792,54;40000;0;0;5792,54;;;;;;;;;
;;;5030;13:00:00;2440,25;5,396668;0;1005,84;457,16;10299,8016;6035,04;6035,04;3594,79;40000;0;0;3594,79;;;;;;;;;
;;;5031;14:00:00;3540,25;5,031461;0;979,49;668,5;10029,9776;5876,94;5876,94;2336,69;40000;0;0;2336,69;;;;;;;;;
;;;5032;15:00:00;1390,25;4,7753267;0;863,79;835,12;8845,2096;5182,74;5182,74;3792,49;40000;0;0;3792,49;;;;;;;;;
;;;5033;16:00:00;110,25;4,687238;0;686,41;926,49;7028,8384;4118,46;4118,46;4008,21;40000;0;0;4008,21;;;;;;;;;
;;;5034;17:00:00;52;4,543667;0;474,22;941,92;4856,0128;2845,32;2845,32;2793,32;40000;0;0;2793,32;;;;;;;;;
;;;5035;18:00:00;117;4,1201816;0;242,61;876,89;2484,3264;1455,66;1455,66;1338,66;40000;0;0;1338,66;;;;;;;;;
;;;5036;19:00:00;209,4;3,1596627;0;18,81;20,06;192,6144;112,86;112,86;0;39903;96,54;0;0;;;;;;;;;
;;;5037;20:00:00;1642,04;1,9382342;0;0;0;0;0;0;0;38261;1642,04;0;0;;;;;;;;;
;;;5038;21:00:00;4528,8;1,6893923;0;0;0;0;0;0;0;33733;4528,8;0;0;;;;;;;;;
;;;5039;22:00:00;1932,05;1,1467686;0;0;0;0;0;0;0;31801;1932,05;0;0;;;;;;;;;
;;;5040;23:00:00;2122,05;1,6936548;0;0;0;0;0;0;0;29679;2122,05;0;0;;;;;;;;;
;31;Lunes;5041;0:00:00;1518,65;1,7000078;0;0;0;0;0;0;0;28160;1518,65;0;0;;;;;;;;;
;;;5042;1:00:00;110,25;1,42883;0;0;0;0;0;0;0;28050;110,25;0;0;;;;;;;;;
;;;5043;2:00:00;110,25;1,1510295;0;0;0;0;0;0;0;27939;110,25;0;0;;;;;;;;;
;;;5044;3:00:00;110,25;0,91214234;0;0;0;0;0;0;0;27829;110,25;0;0;;;;;;;;;
;;;5045;4:00:00;52;0,7984284;0;0;0;0;0;0;0;27777;52;0;0;;;;;;;;;
;;;5046;5:00:00;52;0,78072613;0;0;0;0;0;0;0;27725;52;0;0;;;;;;;;;
;;;5047;6:00:00;941,44;1,2314682;0;42,74;317,27;437,6576;256,44;256,44;0;27040;685;0;0;;;;;;;;;
;;;5048;7:00:00;1623,8;1,3693546;0;105,61;539,36;1081,4464;633,66;633,66;0;26050;990,14;0;0;;;;;;;;;
;;;5049;8:00:00;1023,8;1,7779793;0;282,91;729,47;2896,9984;1697,46;1697,46;673,66;26724;0;0;0;;;;;;;;;
;;;5050;9:00:00;468,04;1,8665426;0;487,47;702,06;4991,6928;2924,82;2924,82;2456,78;29180;0;0;0;;;;;;;;;
;;;5051;10:00:00;897;1,7781591;0;683,58;614,6;6999,8592;4101,48;4101,48;3204,48;32385;0;0;0;;;;;;;;;
;;;5052;11:00:00;362;2,4091718;0;867,41;430,59;8882,2784;5204,46;5204,46;4842,46;37227;0;0;2069,82;;;;;;;;;
;;;5053;12:00:00;52;3,0611448;0;984,81;219,17;10084,4544;5908,86;5908,86;5856,86;40000;0;0;5856,86;;;;;;;;;
;;;5054;13:00:00;3628;4,1186743;0;1017,29;459,99;10417,0496;6103,74;6103,74;2475,74;40000;0;0;2475,74;;;;;;;;;
;;;5055;14:00:00;1202;4,398608;0;990,43;674,35;10142,0032;5942,58;5942,58;4740,58;40000;0;0;4740,58;;;;;;;;;
;;;5056;15:00:00;1390,25;3,7898717;0;868,9;841,26;8897,536;5213,4;5213,4;3823,15;40000;0;0;3823,15;;;;;;;;;
;;;5057;16:00:00;110,25;3,1680279;0;694,46;937,6;7111,2704;4166,76;4166,76;4056,51;40000;0;0;4056,51;;;;;;;;;
;;;5058;17:00:00;485,25;2,355084;0;472,51;937,31;4838,5024;2835,06;2835,06;2349,81;40000;0;0;2349,81;;;;;;;;;
;;;5059;18:00:00;678,93;2,7405882;0;194,64;603,03;1993,1136;1167,84;1167,84;488,91;40000;0;0;488,91;;;;;;;;;
;;;5060;19:00:00;2147,05;2,2790036;0;17,95;19,16;183,808;107,7;107,7;0;37961;2039,35;0;0;;;;;;;;;
;;;5061;20:00:00;2051,05;1,3727435;0;0;0;0;0;0;0;35910;2051,05;0;0;;;;;;;;;
;;;5062;21:00:00;4587,05;0,92743105;0;0;0;0;0;0;0;31323;4587,05;0;0;;;;;;;;;
;;;5063;22:00:00;1397,05;1,202109;0;0;0;0;0;0;0;29926;1397,05;0;0;;;;;;;;;
;;;5064;23:00:00;1587,05;1,2477624;0;0;0;0;0;0;0;28338;1587,05;0;0;;;;;;;;;
;;Martes;5065;0:00:00;1518,65;1,2333711;0;0;0;0;0;0;0;26820;1518,65;0;0;;;;;;;;;
;;;5066;1:00:00;110,25;1,2236946;0;0;0;0;0;0;0;26710;110,25;0;0;;;;;;;;;
;;;5067;2:00:00;110,25;1,096308;0;0;0;0;0;0;0;26599;110,25;0;0;;;;;;;;;
;;;5068;3:00:00;110,25;0,949545;0;0;0;0;0;0;0;26489;110,25;0;0;;;;;;;;;
;;;5069;4:00:00;52;1,0261009;0;0;0;0;0;0;0;26437;52;0;0;;;;;;;;;
;;;5070;5:00:00;52;1,1080922;0;0;0;0;0;0;0;26385;52;0;0;;;;;;;;;
;;;5071;6:00:00;941,44;1,1222475;0;46,16;134,56;472,6784;276,96;276,96;0;25721;664,48;0;0;;;;;;;;;
;;;5072;7:00:00;1623,8;0,41546762;0;119,79;419,61;1226,6496;718,74;718,74;0;24816;905,06;0;0;;;;;;;;;
;;;5073;8:00:00;1023,8;0,19498578;0;260,32;456,38;2665,6768;1561,92;1561,92;538,12;25354;0;0;0;;;;;;;;;
;;;5074;9:00:00;468,04;1,000814;0;343,19;428,71;3514,2656;2059,14;2059,14;1591,1;26945;0;0;0;;;;;;;;;
;;;5075;10:00:00;897;1,4330522;0;429,44;474,11;4397,4656;2576,64;2576,64;1679,64;28624;0;0;0;;;;;;;;;
;;;5076;11:00:00;362;2,6373475;0;258,96;297,76;2651,7504;1553,76;1553,76;1191,76;29816;0;0;0;;;;;;;;;
;;;5077;12:00:00;52;3,816651;0;106,11;122,33;1086,5664;636,66;636,66;584,66;30401;0;0;0;;;;;;;;;
;;;5078;13:00:00;3628;4,4185805;0;673,38;554,84;6895,4112;4040,28;4040,28;412,28;30813;0;0;0;;;;;;;;;
;;;5079;14:00:00;1202;4,2201176;0;756,71;652,11;7748,7104;4540,26;4540,26;3338,26;34151;0;0;0;;;;;;;;;
;;;5080;15:00:00;1390,25;3,6426466;0;761,28;777,94;7795,5072;4567,68;4567,68;3177,43;37329;0;0;506,19;;;;;;;;;
;;;5081;16:00:00;110,25;2,9843235;0;632,39;857,6;6475,6736;3794,34;3794,34;3684,09;40000;0;0;3684,09;;;;;;;;;
;;;5082;17:00:00;485,25;3,0387936;0;418,02;803,03;4280,5248;2508,12;2508,12;2022,87;40000;0;0;2022,87;;;;;;;;;
;;;5083;18:00:00;678,93;2,8486886;0;158,46;420,63;1622,6304;950,76;950,76;271,83;40000;0;0;271,83;;;;;;;;;
;;;5084;19:00:00;2147,05;1,8135642;0;15,39;16,42;157,5936;92,34;92,34;0;37945;2054,71;0;0;;;;;;;;;
;;;5085;20:00:00;2051,05;1,5985762;0;0;0;0;0;0;0;35894;2051,05;0;0;;;;;;;;;
;;;5086;21:00:00;4587,05;1,2719934;0;0;0;0;0;0;0;31307;4587,05;0;0;;;;;;;;;
;;;5087;22:00:00;1397,05;0,9354482;0;0;0;0;0;0;0;29910;1397,05;0;0;;;;;;;;;
;;;5088;23:00:00;1587,05;0,9445081;0;0;0;0;0;0;0;28323;1587,05;0;0;;;;;;;;;
Agosto;;Miércoles;5089;0:00:00;1518,65;1,0085872;0;0;0;0;0;0;0;26804;1518,65;0;0;;;;;;;;;
;;;5090;1:00:00;110,25;1,2388788;0;0;0;0;0;0;0;26694;110,25;0;0;;;;;;;;;
;;;5091;2:00:00;110,25;1,225526;0;0;0;0;0;0;0;26584;110,25;0;0;;;;;;;;;
;;;5092;3:00:00;110,25;0,9642045;0;0;0;0;0;0;0;26474;110,25;0;0;;;;;;;;;
;;;5093;4:00:00;52;0,6992182;0;0;0;0;0;0;0;26422;52;0;0;;;;;;;;;
;;;5094;5:00:00;52;0,8746041;0;0;0;0;0;0;0;26370;52;0;0;;;;;;;;;
;;;5095;6:00:00;941,44;1,4888204;0;38,47;63,89;393,9328;230,82;230,82;0;25659;710,62;0;0;;;;;;;;;
;;;5096;7:00:00;1623,8;1,0595592;0;122,38;393,34;1253,1712;734,28;734,28;0;24770;889,52;0;0;;;;;;;;;
;;;5097;8:00:00;1023,8;0,23934345;0;272,6;563,58;2791,424;1635,6;1635,6;611,8;25381;0;0;0;;;;;;;;;
;;;5098;9:00:00;468,04;0,64676976;0;260,79;306,74;2670,4896;1564,74;1564,74;1096,7;26478;0;0;0;;;;;;;;;
;;;5099;10:00:00;897;1,7218137;0;133,55;153,96;1367,552;801,3;801,3;0;26382;95,7;0;0;;;;;;;;;
;;;5100;11:00:00;362;2,3784523;0;307,99;350,42;3153,8176;1847,94;1847,94;1485,94;27868;0;0;0;;;;;;;;;
;;;5101;12:00:00;52;3,2277875;0;700,53;464,22;7173,4272;4203,18;4203,18;4151,18;32019;0;0;0;;;;;;;;;
;;;5102;13:00:00;3628;3,853057;0;918,31;508,75;9403,4944;5509,86;5509,86;1881,86;33901;0;0;0;;;;;;;;;
;;;5103;14:00:00;1202;4,1120963;0;100,62;115,99;1030,3488;603,72;603,72;0;33303;598,28;0;0;;;;;;;;;
;;;5104;15:00:00;1390,25;4,5794168;0;269,41;308,96;2758,7584;1616,46;1616,46;226,21;33529;0;0;0;;;;;;;;;
;;;5105;16:00:00;110,25;4,400079;0;488,14;646,81;4998,5536;2928,84;2928,84;2818,59;36348;0;0;0;;;;;;;;;
;;;5106;17:00:00;485,25;3,5660977;0;184,04;239,16;1884,5696;1104,24;1104,24;618,99;36967;0;0;0;;;;;;;;;
;;;5107;18:00:00;678,93;2,531983;0;99,88;167,76;1022,7712;599,28;599,28;0;36887;79,65;0;0;;;;;;;;;
;;;5108;19:00:00;2147,05;2,1899333;0;0;0;0;0;0;0;34740;2147,05;0;0;;;;;;;;;
;;;5109;20:00:00;2051,05;2,3181531;0;0;0;0;0;0;0;32689;2051,05;0;0;;;;;;;;;
;;;5110;21:00:00;4587,05;2,2905693;0;0;0;0;0;0;0;28102;4587,05;0;0;;;;;;;;;
;;;5111;22:00:00;1397,05;2,1428885;0;0;0;0;0;0;0;26705;1397,05;0;0;;;;;;;;;
;;;5112;23:00:00;1587,05;1,5627872;0;0;0;0;0;0;0;25118;1587,05;0;0;;;;;;;;;
;;Jueves;5113;0:00:00;1518,65;0,69990826;0;0;0;0;0;0;0;23599;1518,65;0;0;;;;;;;;;
;;;5114;1:00:00;110,25;0,8946963;0;0;0;0;0;0;0;23489;110,25;0;0;;;;;;;;;
;;;5115;2:00:00;110,25;1,0027725;0;0;0;0;0;0;0;23379;110,25;0;0;;;;;;;;;
;;;5116;3:00:00;110,25;0,87931806;0;0;0;0;0;0;0;23269;110,25;0;0;;;;;;;;;
;;;5117;4:00:00;52;0,7278721;0;0;0;0;0;0;0;23217;52;0;0;;;;;;;;;
;;;5118;5:00:00;52;0,7506929;0;0;0;0;0;0;0;23165;52;0;0;;;;;;;;;
;;;5119;6:00:00;941,44;1,2273225;0;34,2;47,65;350,208;205,2;205,2;0;22428;736,24;0;0;;;;;;;;;
;;;5120;7:00:00;1623,8;1,7982697;0;39,33;45,35;402,7392;235,98;235,98;0;21040;1387,82;0;0;;;;;;;;;
;;;5121;8:00:00;1023,8;2,276518;0;162,45;191,15;1663,488;974,7;974,7;0;20991;49,1;0;0;;;;;;;;;
;;;5122;9:00:00;468,04;2,3376894;0;88,73;102,28;908,5952;532,38;532,38;64,34;21056;0;0;0;;;;;;;;;
;;;5123;10:00:00;897;1,8861372;0;138,12;159,23;1414,3488;828,72;828,72;0;20987;68,28;0;0;;;;;;;;;
;;;5124;11:00:00;362;2,4131744;0;140,86;162,39;1442,4064;845,16;845,16;483,16;21471;0;0;0;;;;;;;;;
;;;5125;12:00:00;52;3,3644502;0;507,19;478,38;5193,6256;3043,14;3043,14;2991,14;24462;0;0;0;;;;;;;;;
;;;5126;13:00:00;3628;3,8333294;0;995,43;460,08;10193,2032;5972,58;5972,58;2344,58;26806;0;0;0;;;;;;;;;
;;;5127;14:00:00;1202;3,9530659;0;939,83;669,81;9623,8592;5638,98;5638,98;4436,98;31243;0;0;0;;;;;;;;;
;;;5128;15:00:00;1390,25;4,19298;0;854,84;828,67;8753,5616;5129,04;5129,04;3738,79;34982;0;0;0;;;;;;;;;
;;;5129;16:00:00;110,25;4,2721496;0;679,11;917,88;6954,0864;4074,66;4074,66;3964,41;38947;0;0;2910,91;;;;;;;;;
;;;5130;17:00:00;485,25;3,6037836;0;460;911,29;4710,4;2760;2760;2274,75;40000;0;0;2274,75;;;;;;;;;
;;;5131;18:00:00;678,93;2,6986954;0;213,41;728,29;2185,3184;1280,46;1280,46;601,53;40000;0;0;601,53;;;;;;;;;
;;;5132;19:00:00;2147,05;2,0536053;0;0;0;0;0;0;0;37853;2147,05;0;0;;;;;;;;;
;;;5133;20:00:00;2051,05;2,1174114;0;0;0;0;0;0;0;35802;2051,05;0;0;;;;;;;;;
;;;5134;21:00:00;4587,05;2,2190473;0;0;0;0;0;0;0;31215;4587,05;0;0;;;;;;;;;
;;;5135;22:00:00;1397,05;1,6531528;0;0;0;0;0;0;0;29818;1397,05;0;0;;;;;;;;;
;;;5136;23:00:00;1587,05;0,30587602;0;0;0;0;0;0;0;28231;1587,05;0;0;;;;;;;;;
;;Viernes;5137;0:00:00;1518,65;0,5082303;0;0;0;0;0;0;0;26712;1518,65;0;0;;;;;;;;;
;;;5138;1:00:00;110,25;0,6228715;0;0;0;0;0;0;0;26602;110,25;0;0;;;;;;;;;
;;;5139;2:00:00;110,25;0,6469288;0;0;0;0;0;0;0;26492;110,25;0;0;;;;;;;;;
;;;5140;3:00:00;110,25;0,82285553;0;0;0;0;0;0;0;26381;110,25;0;0;;;;;;;;;
;;;5141;4:00:00;52;1,1249369;0;0;0;0;0;0;0;26329;52;0;0;;;;;;;;;
;;;5142;5:00:00;52;1,2971604;0;0;0;0;0;0;0;26277;52;0;0;;;;;;;;;
;;;5143;6:00:00;941,44;1,3573744;0;41,03;267,07;420,1472;246,18;246,18;0;25582;695,26;0;0;;;;;;;;;
;;;5144;7:00:00;1623,8;1,773522;0;92,36;605,45;945,7664;554,16;554,16;0;24512;1069,64;0;0;;;;;;;;;
;;;5145;8:00:00;1023,8;2,5990267;0;282,62;629,55;2894,0288;1695,72;1695,72;671,92;25184;0;0;0;;;;;;;;;
;;;5146;9:00:00;468,04;3,0777566;0;511,27;734,17;5235,4048;3067,62;3067,62;2599,58;27784;0;0;0;;;;;;;;;
;;;5147;10:00:00;897;3,5178447;0;728,59;613,5;7460,7616;4371,54;4371,54;3474,54;31258;0;0;0;;;;;;;;;
;;;5148;11:00:00;362;3,8399868;0;892,46;423,87;9138,7904;5354,76;5354,76;4992,76;36251;0;0;1244,01;;;;;;;;;
;;;5149;12:00:00;52;3,504891;0;1008,85;207,88;10330,624;6053,1;6053,1;6001,1;40000;0;0;6001,1;;;;;;;;;
;;;5150;13:00:00;3628;3,6492581;0;1048,94;455,85;10741,1456;6293,64;6293,64;2665,64;40000;0;0;2665,64;;;;;;;;;
;;;5151;14:00:00;1202;4,010039;0;1011,08;682,29;10353,4592;6066,48;6066,48;4864,48;40000;0;0;4864,48;;;;;;;;;
;;;5152;15:00:00;1390,25;4,4991875;0;903,57;863,76;9252,5568;5421,42;5421,42;4031,17;40000;0;0;4031,17;;;;;;;;;
;;;5153;16:00:00;110,25;4,992683;0;720,24;971,25;7375,2576;4321,44;4321,44;4211,19;40000;0;0;4211,19;;;;;;;;;
;;;5154;17:00:00;485,25;4,727774;0;507,33;1022,23;5195,0592;3043,98;3043,98;2558,73;40000;0;0;2558,73;;;;;;;;;
;;;5155;18:00:00;678,93;3,5895123;0;245,1;904,51;2509,824;1470,6;1470,6;791,67;40000;0;0;791,67;;;;;;;;;
;;;5156;19:00:00;2147,05;2,4964871;0;0;0;0;0;0;0;37853;2147,05;0;0;;;;;;;;;
;;;5157;20:00:00;2051,05;1,497079;0;0;0;0;0;0;0;35802;2051,05;0;0;;;;;;;;;
;;;5158;21:00:00;4587,05;1,158689;0;0;0;0;0;0;0;31215;4587,05;0;0;;;;;;;;;
;;;5159;22:00:00;1397,05;1,4639565;0;0;0;0;0;0;0;29818;1397,05;0;0;;;;;;;;;
;;;5160;23:00:00;1587,05;1,0226183;0;0;0;0;0;0;0;28231;1587,05;0;0;;;;;;;;;
;;Sábado;5161;0:00:00;1587,05;1,2176324;0;0;0;0;0;0;0;26644;1587,05;0;0;;;;;;;;;
;;;5162;1:00:00;420,25;1,5070853;0;0;0;0;0;0;0;26223;420,25;0;0;;;;;;;;;
;;;5163;2:00:00;110,25;1,5455077;0;0;0;0;0;0;0;26113;110,25;0;0;;;;;;;;;
;;;5164;3:00:00;52;1,41475;0;0;0;0;0;0;0;26061;52;0;0;;;;;;;;;
;;;5165;4:00:00;52;1,0989118;0;0;0;0;0;0;0;26009;52;0;0;;;;;;;;;
;;;5166;5:00:00;52;0,93110436;0;0;0;0;0;0;0;25957;52;0;0;;;;;;;;;
;;;5167;6:00:00;297;0,9477507;0;37,61;303,49;385,1264;225,66;225,66;0;25886;71,34;0;0;;;;;;;;;
;;;5168;7:00:00;1330,4;0,32875758;0;85,46;645,54;875,1104;512,76;512,76;0;25068;817,64;0;0;;;;;;;;;
;;;5169;8:00:00;1193,8;0,9528844;0;285,86;755,35;2927,2064;1715,16;1715,16;521,36;25590;0;0;0;;;;;;;;;
;;;5170;9:00:00;1205,68;1,7917467;0;513,91;736,59;5262,4384;3083,46;3083,46;1877,78;27467;0;0;0;;;;;;;;;
;;;5171;10:00:00;1618;2,7172706;0;727,44;612,7;7448,9856;4364,64;4364,64;2746,64;30214;0;0;0;;;;;;;;;
;;;5172;11:00:00;232;3,1847043;0;886,53;425,73;9078,0672;5319,18;5319,18;5087,18;35301;0;0;388,36;;;;;;;;;
;;;5173;12:00:00;52;3,645896;0;1002,37;213,6;10264,2688;6014,22;6014,22;5962,22;40000;0;0;5962,22;;;;;;;;;
;;;5174;13:00:00;2440,25;4,2969403;0;1046,48;455,3;10715,9552;6278,88;6278,88;3838,63;40000;0;0;3838,63;;;;;;;;;
;;;5175;14:00:00;3540,25;5,4255424;0;1020,56;681,51;10450,5344;6123,36;6123,36;2583,11;40000;0;0;2583,11;;;;;;;;;
;;;5176;15:00:00;1390,25;5,930792;0;900,88;861,73;9225,0112;5405,28;5405,28;4015,03;40000;0;0;4015,03;;;;;;;;;
;;;5177;16:00:00;110,25;5,6591473;0;731,1;984,18;7486,464;4386,6;4386,6;4276,35;40000;0;0;4276,35;;;;;;;;;
;;;5178;17:00:00;52;4,8489356;0;505,44;1018,91;5175,7056;3032,64;3032,64;2980,64;40000;0;0;2980,64;;;;;;;;;
;;;5179;18:00:00;117;3,841566;0;252,34;945,43;2583,9616;1514,04;1514,04;1397,04;40000;0;0;1397,04;;;;;;;;;
;;;5180;19:00:00;209,4;2,898337;0;0;0;0;0;0;0;39791;209,4;0;0;;;;;;;;;
;;;5181;20:00:00;1642,04;2,4023402;0;0;0;0;0;0;0;38149;1642,04;0;0;;;;;;;;;
;;;5182;21:00:00;4528,8;1,9294035;0;0;0;0;0;0;0;33620;4528,8;0;0;;;;;;;;;
;;;5183;22:00:00;1932,05;1,2698014;0;0;0;0;0;0;0;31688;1932,05;0;0;;;;;;;;;
;;;5184;23:00:00;2122,05;0,73104686;0;0;0;0;0;0;0;29566;2122,05;0;0;;;;;;;;;
;;Domingo;5185;0:00:00;1587,05;0,30657494;0;0;0;0;0;0;0;27979;1587,05;0;0;;;;;;;;;
;;;5186;1:00:00;420,25;0,8634275;0;0;0;0;0;0;0;27558;420,25;0;0;;;;;;;;;
;;;5187;2:00:00;110,25;0,94753015;0;0;0;0;0;0;0;27448;110,25;0;0;;;;;;;;;
;;;5188;3:00:00;52;0,8907448;0;0;0;0;0;0;0;27396;52;0;0;;;;;;;;;
;;;5189;4:00:00;52;0,6500303;0;0;0;0;0;0;0;27344;52;0;0;;;;;;;;;
;;;5190;5:00:00;52;0,5120904;0;0;0;0;0;0;0;27292;52;0;0;;;;;;;;;
;;;5191;6:00:00;297;0,5188552;0;37,61;290,17;385,1264;225,66;225,66;0;27221;71,34;0;0;;;;;;;;;
;;;5192;7:00:00;1330,4;0,27662477;0;87,91;623,28;900,1984;527,46;527,46;0;26418;802,94;0;0;;;;;;;;;
;;;5193;8:00:00;1193,8;0,963366;0;284,69;746,29;2915,2256;1708,14;1708,14;514,34;26932;0;0;0;;;;;;;;;
;;;5194;9:00:00;1205,68;1,8257319;0;506,38;726,64;5185,3312;3038,28;3038,28;1832,6;28765;0;0;0;;;;;;;;;
;;;5195;10:00:00;1618;2,207679;0;718,75;613,38;7360;4312,5;4312,5;2694,5;31459;0;0;0;;;;;;;;;
;;;5196;11:00:00;232;3,137802;0;888,16;425,76;9094,7584;5328,96;5328,96;5096,96;36556;0;0;1653,19;;;;;;;;;
;;;5197;12:00:00;52;3,6805503;0;987,47;230,17;10111,6928;5924,82;5924,82;5872,82;40000;0;0;5872,82;;;;;;;;;
;;;5198;13:00:00;2440,25;3,7773197;0;1041,74;458,37;10667,4176;6250,44;6250,44;3810,19;40000;0;0;3810,19;;;;;;;;;
;;;5199;14:00:00;3540,25;4,252551;0;1004,59;682,12;10287,0016;6027,54;6027,54;2487,29;40000;0;0;2487,29;;;;;;;;;
;;;5200;15:00:00;1390,25;4,85158;0;891,47;857,77;9128,6528;5348,82;5348,82;3958,57;40000;0;0;3958,57;;;;;;;;;
;;;5201;16:00:00;110,25;4,630387;0;709,82;959,54;7268,5568;4258,92;4258,92;4148,67;40000;0;0;4148,67;;;;;;;;;
;;;5202;17:00:00;52;3,9754517;0;493,03;991,17;5048,6272;2958,18;2958,18;2906,18;40000;0;0;2906,18;;;;;;;;;
;;;5203;18:00:00;117;3,8941844;0;241,77;892,99;2475,7248;1450,62;1450,62;1333,62;40000;0;0;1333,62;;;;;;;;;
;;;5204;19:00:00;209,4;3,0954962;0;0;0;0;0;0;0;39791;209,4;0;0;;;;;;;;;
;;;5205;20:00:00;1642,04;2,2985008;0;0;0;0;0;0;0;38149;1642,04;0;0;;;;;;;;;
;;;5206;21:00:00;4528,8;1,8064588;0;0;0;0;0;0;0;33620;4528,8;0;0;;;;;;;;;
;;;5207;22:00:00;1932,05;1,591236;0;0;0;0;0;0;0;31688;1932,05;0;0;;;;;;;;;
;;;5208;23:00:00;2122,05;0,92478424;0;0;0;0;0;0;0;29566;2122,05;0;0;;;;;;;;;
;32;Lunes;5209;0:00:00;1518,65;0,043924518;0;0;0;0;0;0;0;28047;1518,65;0;0;;;;;;;;;
;;;5210;1:00:00;110,25;0,85355383;0;0;0;0;0;0;0;27937;110,25;0;0;;;;;;;;;
;;;5211;2:00:00;110,25;0,9427288;0;0;0;0;0;0;0;27827;110,25;0;0;;;;;;;;;
;;;5212;3:00:00;110,25;0,5220684;0;0;0;0;0;0;0;27716;110,25;0;0;;;;;;;;;
;;;5213;4:00:00;52;0,33575904;0;0;0;0;0;0;0;27664;52;0;0;;;;;;;;;
;;;5214;5:00:00;52;0,3307838;0;0;0;0;0;0;0;27612;52;0;0;;;;;;;;;
;;;5215;6:00:00;941,44;0,30933747;0;37,61;270,54;385,1264;225,66;225,66;0;26896;715,78;0;0;;;;;;;;;
;;;5216;7:00:00;1623,8;0,23302281;0;87,86;610,17;899,6864;527,16;527,16;0;25800;1096,64;0;0;;;;;;;;;
;;;5217;8:00:00;1023,8;0,49487573;0;282,61;737,21;2893,9264;1695,66;1695,66;671,86;26472;0;0;0;;;;;;;;;
